
Thread 2 is writting,700,318198200
Thread 2 is writting,800,476261400
Thread 2 is writting,700,683000300
Thread 2 is writting,600,918825500
Thread 2 is writting,500,1174646000
Thread 2 is writting,500,1266398600
Thread 2 is writting,600,1666827600
Thread 2 is writting,600,2074114200
Thread 2 is writting,600,2315717400
Thread 2 is writting,600,2636708500
Thread 2 is writting,1000,2984138800
Thread 2 is writting,500,3169991000
Thread 2 is writting,500,3409244800
Thread 2 is writting,600,3783424400
Thread 2 is writting,900,4702405200
Thread 2 is writting,500,4966355500
Thread 2 is writting,400,5315205100
Thread 2 is writting,400,5716171100
Thread 2 is writting,400,5807760900
Thread 2 is writting,600,6047637100
Thread 2 is writting,400,6344724500
Thread 2 is writting,400,6705289000
Thread 2 is writting,600,7267262300
Thread 2 is writting,500,7409818200
Thread 2 is writting,700,7854937200
Thread 2 is writting,600,7962427100
Thread 2 is writting,500,8178638700
Thread 2 is writting,300,8628247900
Thread 2 is writting,600,8780682900
Thread 2 is writting,500,8910490400
Thread 2 is writting,500,9106503100
Thread 2 is writting,400,9254147700
Thread 2 is writting,2500,9469905800
Thread 2 is writting,300,9790536000
Thread 2 is writting,500,9971907900
Thread 2 is writting,500,10120008600
Thread 2 is writting,35874800,10210610100
Thread 2 is writting,35921000,10302217100
Thread 2 is writting,564500,10575787800
Thread 2 is writting,700,10665771300
Thread 2 is writting,600,10755648700
Thread 2 is writting,600,10847585100
Thread 2 is writting,600,11232633400
Thread 2 is writting,500,11323310500
Thread 2 is writting,500,11477752100
Thread 2 is writting,500,11708450600
Thread 2 is writting,400,11911160800
Thread 2 is writting,500,12582094700
Thread 2 is writting,200,12785290400
Thread 2 is writting,400,13071359300
Thread 2 is writting,500,13216847100
Thread 2 is writting,200,13551319500
Thread 2 is writting,500,14106477600
Thread 2 is writting,200,14355887000
Thread 2 is writting,600,14482467500
Thread 2 is writting,700,14625276200
Thread 2 is writting,400,14780691000
Thread 2 is writting,500,15335930900
Thread 2 is writting,400,15596980300
Thread 2 is writting,200,15664306100
Thread 2 is writting,600,15732505100
Thread 2 is writting,500,15861471400
Thread 2 is writting,600,16823318700
Thread 2 is writting,500,16978225500
Thread 2 is writting,600,17042858600
Thread 2 is writting,600,17055858000
Thread 2 is writting,400,17067548500
Thread 2 is writting,400,17175439500
Thread 2 is writting,600,17313835900
Thread 2 is writting,600,17487030600
Thread 2 is writting,1500,17543635800
Thread 2 is writting,800,17891768600
Thread 2 is writting,500,17985923400
Thread 2 is writting,500,18190954900
Thread 2 is writting,500,18294693900
Thread 2 is writting,400,18349178800
Thread 2 is writting,200,18831628100
Thread 2 is writting,200,19003031500
Thread 2 is writting,500,19330082500
Thread 2 is writting,500,19404745400
Thread 2 is writting,500,19492127800
Thread 2 is writting,500,19546818900
Thread 2 is writting,600,19672597000
Thread 2 is writting,500,19739604100
Thread 2 is writting,600,19967875600
Thread 2 is writting,400,20170334300
Thread 2 is writting,900,20213326200
Thread 2 is writting,400,20279953100
Thread 2 is writting,500,20350065600
Thread 2 is writting,700,20402785000
Thread 2 is writting,400,20471854400
Thread 2 is writting,500,20541387700
Thread 2 is writting,500,20566116600
Thread 2 is writting,500,20563572700
Thread 2 is writting,3200,20687284000
Thread 2 is writting,600,20855250900
Thread 2 is writting,500,20796476800
Thread 2 is writting,500,20851906800
Thread 2 is writting,400,20869704800
Thread 2 is writting,500,20922593600
