
500,237834200
400,7710839500
400,7833094400
500,8141275500
400,8716611300
500,9177197000
500,9347672200
200,9426548500
400,9509742300
600,9700678400
600,9868167100
600,9957615200
500,10253334000
500,10337685600
400,10454537800
800,10523490900
400,10707262900
400,10892373200
500,11130098100
500,11394066200
500,11483544400
500,11658297500
300,11899965300
300,12476036400
700,12684637300
300,13046696200
300,13346579000
400,13664474400
400,13812161900
500,14287030600
400,14463724000
400,14546329300
500,14630716900
400,14780498800
500,14866241300
600,15235208300
300,15684969500
300,15834486400
400,16197817400
200,16283351000
400,16435266300
400,16698130100
500,16926920100
500,17100759400
400,17251636300
400,17451447600
400,17534174300
400,17703287900
400,17870629500
400,17947574400
400,18090352600
500,18207014300
400,18333214200
500,18443893500
500,19096241000
400,19351963100
500,19553303900
1200,19777096500
400,19862838900
400,20213211300
400,20305149700
500,20385773200
400,20472650500
700,20575927800
500,20739263100
200,20937120200
400,21186640800
500,21265730800
400,21431685500
400,21547046800
400,21847637800
300,21926528400
400,22051562700
400,22227239800
300,22321934000
200,22507786600
500,22584013000
400,22668389600
400,22708445600
200,23084861200
500,23167049600
400,23338271200
300,23359359400
200,23439325700
500,23519941200
100,23806340400
400,24278136600
400,24406243800
500,24510643100
400,24613360400
1100,24642716700
300,24662333000
700,24905772900
500,25049350600
200,25392271000
1000,25533147500
400,25593171600
700,25843527600
400,25978617400
400,25997682400
